movieId,title,genres,combined_features
334,Vanya on 42nd Street (1994),Drama,Vanya on 42nd Street (1994) Drama
335,"Underneath, The (1995)",Mystery|Thriller,"Underneath, The (1995) Mystery|Thriller"
336,"Walking Dead, The (1995)",Drama|War,"Walking Dead, The (1995) Drama|War"
337,What's Eating Gilbert Grape (1993),Drama,What's Eating Gilbert Grape (1993) Drama
338,Virtuosity (1995),Sci-Fi|Thriller,Virtuosity (1995) Sci-Fi|Thriller
339,While You Were Sleeping (1995),Comedy|Romance,While You Were Sleeping (1995) Comedy|Romance
340,"War, The (1994)",Adventure|Drama,"War, The (1994) Adventure|Drama"
341,Double Happiness (1994),Drama,Double Happiness (1994) Drama
342,Muriel's Wedding (1994),Comedy|Romance,Muriel's Wedding (1994) Comedy|Romance
343,"Baby-Sitters Club, The (1995)",Children's,"Baby-Sitters Club, The (1995) Children's"
344,Ace Ventura: Pet Detective (1994),Comedy,Ace Ventura: Pet Detective (1994) Comedy
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,"Adventures of Priscilla, Queen of the Desert, The (1994) Comedy|Drama"
346,Backbeat (1993),Drama|Musical,Backbeat (1993) Drama|Musical
347,Bitter Moon (1992),Drama,Bitter Moon (1992) Drama
348,Bullets Over Broadway (1994),Comedy,Bullets Over Broadway (1994) Comedy
349,Clear and Present Danger (1994),Action|Adventure|Thriller,Clear and Present Danger (1994) Action|Adventure|Thriller
350,"Client, The (1994)",Drama|Mystery|Thriller,"Client, The (1994) Drama|Mystery|Thriller"
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,"Corrina, Corrina (1994) Comedy|Drama|Romance"
352,Crooklyn (1994),Comedy,Crooklyn (1994) Comedy
353,"Crow, The (1994)",Action|Romance|Thriller,"Crow, The (1994) Action|Romance|Thriller"
354,Cobb (1994),Drama,Cobb (1994) Drama
355,"Flintstones, The (1994)",Children's|Comedy,"Flintstones, The (1994) Children's|Comedy"
356,Forrest Gump (1994),Comedy|Romance|War,Forrest Gump (1994) Comedy|Romance|War
357,Four Weddings and a Funeral (1994),Comedy|Romance,Four Weddings and a Funeral (1994) Comedy|Romance
358,Higher Learning (1995),Drama,Higher Learning (1995) Drama
359,I Like It Like That (1994),Comedy|Drama|Romance,I Like It Like That (1994) Comedy|Drama|Romance
360,I Love Trouble (1994),Action|Comedy,I Love Trouble (1994) Action|Comedy
361,It Could Happen to You (1994),Drama|Romance,It Could Happen to You (1994) Drama|Romance
362,"Jungle Book, The (1994)",Adventure|Children's|Romance,"Jungle Book, The (1994) Adventure|Children's|Romance"
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993) Documentary"
364,"Lion King, The (1994)",Animation|Children's|Musical,"Lion King, The (1994) Animation|Children's|Musical"
365,Little Buddha (1993),Drama,Little Buddha (1993) Drama
366,Wes Craven's New Nightmare (1994),Horror,Wes Craven's New Nightmare (1994) Horror
367,"Mask, The (1994)",Comedy|Crime|Fantasy,"Mask, The (1994) Comedy|Crime|Fantasy"
368,Maverick (1994),Action|Comedy|Western,Maverick (1994) Action|Comedy|Western
369,Mrs. Parker and the Vicious Circle (1994),Drama,Mrs. Parker and the Vicious Circle (1994) Drama
370,Naked Gun 33 1/3: The Final Insult (1994),Comedy,Naked Gun 33 1/3: The Final Insult (1994) Comedy
371,"Paper, The (1994)",Comedy|Drama,"Paper, The (1994) Comedy|Drama"
372,Reality Bites (1994),Comedy|Drama,Reality Bites (1994) Comedy|Drama
373,Red Rock West (1992),Thriller,Red Rock West (1992) Thriller
374,Richie Rich (1994),Children's|Comedy,Richie Rich (1994) Children's|Comedy
375,Safe Passage (1994),Drama,Safe Passage (1994) Drama
376,"River Wild, The (1994)",Action|Thriller,"River Wild, The (1994) Action|Thriller"
377,Speed (1994),Action|Romance|Thriller,Speed (1994) Action|Romance|Thriller
378,Speechless (1994),Comedy|Romance,Speechless (1994) Comedy|Romance
379,Timecop (1994),Action|Sci-Fi,Timecop (1994) Action|Sci-Fi
380,True Lies (1994),Action|Adventure|Comedy|Romance,True Lies (1994) Action|Adventure|Comedy|Romance
381,When a Man Loves a Woman (1994),Drama,When a Man Loves a Woman (1994) Drama
382,Wolf (1994),Drama|Horror,Wolf (1994) Drama|Horror
383,Wyatt Earp (1994),Western,Wyatt Earp (1994) Western
384,Bad Company (1995),Action,Bad Company (1995) Action
385,"Man of No Importance, A (1994)",Drama,"Man of No Importance, A (1994) Drama"
386,S.F.W. (1994),Drama,S.F.W. (1994) Drama
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,"Low Down Dirty Shame, A (1994) Action|Comedy"
388,Boys Life (1995),Drama,Boys Life (1995) Drama
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,"Colonel Chabert, Le (1994) Drama|Romance|War"
390,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama,Faster Pussycat! Kill! Kill! (1965) Action|Comedy|Drama
391,Jason's Lyric (1994),Crime|Drama,Jason's Lyric (1994) Crime|Drama
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's,"Secret Adventures of Tom Thumb, The (1993) Adventure|Children's"
393,Street Fighter (1994),Action,Street Fighter (1994) Action
394,Coldblooded (1995),Action,Coldblooded (1995) Action
395,Desert Winds (1995),Drama,Desert Winds (1995) Drama
396,Fall Time (1995),Drama,Fall Time (1995) Drama
397,"Fear, The (1995)",Horror,"Fear, The (1995) Horror"
398,Frank and Ollie (1995),Documentary,Frank and Ollie (1995) Documentary
399,Girl in the Cadillac (1995),Drama,Girl in the Cadillac (1995) Drama
400,Homage (1995),Drama,Homage (1995) Drama
401,Mirage (1995),Action|Thriller,Mirage (1995) Action|Thriller
402,Open Season (1996),Comedy,Open Season (1996) Comedy
403,Two Crimes (1995),Comedy|Crime|Drama,Two Crimes (1995) Comedy|Crime|Drama
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,Brother Minister: The Assassination of Malcolm X (1994) Documentary
405,Highlander III: The Sorcerer (1994),Action|Sci-Fi,Highlander III: The Sorcerer (1994) Action|Sci-Fi
406,Federal Hill (1994),Drama,Federal Hill (1994) Drama
407,In the Mouth of Madness (1995),Horror|Thriller,In the Mouth of Madness (1995) Horror|Thriller
408,8 Seconds (1994),Drama,8 Seconds (1994) Drama
409,Above the Rim (1994),Drama,Above the Rim (1994) Drama
410,Addams Family Values (1993),Comedy,Addams Family Values (1993) Comedy
411,You So Crazy (1994),Comedy,You So Crazy (1994) Comedy
412,"Age of Innocence, The (1993)",Drama,"Age of Innocence, The (1993) Drama"
413,Airheads (1994),Comedy,Airheads (1994) Comedy
414,"Air Up There, The (1994)",Comedy,"Air Up There, The (1994) Comedy"
415,Another Stakeout (1993),Comedy|Thriller,Another Stakeout (1993) Comedy|Thriller
416,Bad Girls (1994),Western,Bad Girls (1994) Western
417,Barcelona (1994),Comedy|Romance,Barcelona (1994) Comedy|Romance
418,Being Human (1993),Drama,Being Human (1993) Drama
419,"Beverly Hillbillies, The (1993)",Comedy,"Beverly Hillbillies, The (1993) Comedy"
420,Beverly Hills Cop III (1994),Action|Comedy,Beverly Hills Cop III (1994) Action|Comedy
421,Black Beauty (1994),Adventure|Children's,Black Beauty (1994) Adventure|Children's
422,Blink (1994),Thriller,Blink (1994) Thriller
423,Blown Away (1994),Action|Thriller,Blown Away (1994) Action|Thriller
424,Blue Chips (1994),Drama,Blue Chips (1994) Drama
425,Blue Sky (1994),Drama|Romance,Blue Sky (1994) Drama|Romance
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,Body Snatchers (1993) Horror|Sci-Fi|Thriller
427,Boxing Helena (1993),Mystery|Romance|Thriller,Boxing Helena (1993) Mystery|Romance|Thriller
428,"Bronx Tale, A (1993)",Drama,"Bronx Tale, A (1993) Drama"
429,Cabin Boy (1994),Comedy,Cabin Boy (1994) Comedy
430,Calendar Girl (1993),Drama,Calendar Girl (1993) Drama
431,Carlito's Way (1993),Crime|Drama,Carlito's Way (1993) Crime|Drama
432,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western,City Slickers II: The Legend of Curly's Gold (1994) Comedy|Western
433,Clean Slate (1994),Comedy,Clean Slate (1994) Comedy
434,Cliffhanger (1993),Action|Adventure|Crime,Cliffhanger (1993) Action|Adventure|Crime
435,Coneheads (1993),Comedy|Sci-Fi,Coneheads (1993) Comedy|Sci-Fi
436,Color of Night (1994),Drama|Thriller,Color of Night (1994) Drama|Thriller
437,Cops and Robbersons (1994),Comedy,Cops and Robbersons (1994) Comedy
438,"Cowboy Way, The (1994)",Action|Comedy,"Cowboy Way, The (1994) Action|Comedy"
439,Dangerous Game (1993),Drama,Dangerous Game (1993) Drama
440,Dave (1993),Comedy|Romance,Dave (1993) Comedy|Romance
441,Dazed and Confused (1993),Comedy,Dazed and Confused (1993) Comedy
442,Demolition Man (1993),Action|Sci-Fi,Demolition Man (1993) Action|Sci-Fi
443,"Endless Summer 2, The (1994)",Documentary,"Endless Summer 2, The (1994) Documentary"
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,Even Cowgirls Get the Blues (1993) Comedy|Romance
445,Fatal Instinct (1993),Comedy,Fatal Instinct (1993) Comedy
446,Farewell My Concubine (1993),Drama|Romance,Farewell My Concubine (1993) Drama|Romance
447,"Favor, The (1994)",Comedy|Romance,"Favor, The (1994) Comedy|Romance"
448,Fearless (1993),Drama,Fearless (1993) Drama
449,Fear of a Black Hat (1993),Comedy,Fear of a Black Hat (1993) Comedy
450,With Honors (1994),Comedy|Drama,With Honors (1994) Comedy|Drama
451,Flesh and Bone (1993),Drama|Mystery|Romance,Flesh and Bone (1993) Drama|Mystery|Romance
452,Widows' Peak (1994),Drama,Widows' Peak (1994) Drama
453,For Love or Money (1993),Comedy,For Love or Money (1993) Comedy
454,"Firm, The (1993)",Drama|Thriller,"Firm, The (1993) Drama|Thriller"
455,Free Willy (1993),Adventure|Children's|Drama,Free Willy (1993) Adventure|Children's|Drama
456,Fresh (1994),Drama,Fresh (1994) Drama
457,"Fugitive, The (1993)",Action|Thriller,"Fugitive, The (1993) Action|Thriller"
458,Geronimo: An American Legend (1993),Drama|Western,Geronimo: An American Legend (1993) Drama|Western
459,"Getaway, The (1994)",Action,"Getaway, The (1994) Action"
460,Getting Even with Dad (1994),Comedy,Getting Even with Dad (1994) Comedy
461,Go Fish (1994),Drama|Romance,Go Fish (1994) Drama|Romance
462,"Good Man in Africa, A (1994)",Action|Adventure,"Good Man in Africa, A (1994) Action|Adventure"
463,Guilty as Sin (1993),Crime|Drama|Thriller,Guilty as Sin (1993) Crime|Drama|Thriller
464,Hard Target (1993),Action|Adventure|Crime|Thriller,Hard Target (1993) Action|Adventure|Crime|Thriller
465,Heaven & Earth (1993),Action|Drama|War,Heaven & Earth (1993) Action|Drama|War
466,Hot Shots! Part Deux (1993),Action|Comedy|War,Hot Shots! Part Deux (1993) Action|Comedy|War
467,Live Nude Girls (1995),Comedy,Live Nude Girls (1995) Comedy
468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995) Comedy|Romance"
469,"House of the Spirits, The (1993)",Drama|Romance,"House of the Spirits, The (1993) Drama|Romance"
470,House Party 3 (1994),Comedy,House Party 3 (1994) Comedy
471,"Hudsucker Proxy, The (1994)",Comedy|Romance,"Hudsucker Proxy, The (1994) Comedy|Romance"
472,I'll Do Anything (1994),Comedy|Drama,I'll Do Anything (1994) Comedy|Drama
473,In the Army Now (1994),Comedy|War,In the Army Now (1994) Comedy|War
474,In the Line of Fire (1993),Action|Thriller,In the Line of Fire (1993) Action|Thriller
475,In the Name of the Father (1993),Drama,In the Name of the Father (1993) Drama
476,"Inkwell, The (1994)",Comedy|Drama,"Inkwell, The (1994) Comedy|Drama"
477,What's Love Got to Do with It? (1993),Drama,What's Love Got to Do with It? (1993) Drama
478,Jimmy Hollywood (1994),Comedy,Jimmy Hollywood (1994) Comedy
479,Judgment Night (1993),Action,Judgment Night (1993) Action
480,Jurassic Park (1993),Action|Adventure|Sci-Fi,Jurassic Park (1993) Action|Adventure|Sci-Fi
481,Kalifornia (1993),Drama|Thriller,Kalifornia (1993) Drama|Thriller
482,Killing Zoe (1994),Thriller,Killing Zoe (1994) Thriller
483,King of the Hill (1993),Drama,King of the Hill (1993) Drama
484,Lassie (1994),Adventure|Children's,Lassie (1994) Adventure|Children's
485,Last Action Hero (1993),Action|Comedy,Last Action Hero (1993) Action|Comedy
486,Life with Mikey (1993),Comedy,Life with Mikey (1993) Comedy
487,Lightning Jack (1994),Comedy|Western,Lightning Jack (1994) Comedy|Western
488,M. Butterfly (1993),Drama,M. Butterfly (1993) Drama
489,Made in America (1993),Comedy,Made in America (1993) Comedy
490,Malice (1993),Thriller,Malice (1993) Thriller
491,"Man Without a Face, The (1993)",Drama,"Man Without a Face, The (1993) Drama"
492,Manhattan Murder Mystery (1993),Comedy|Mystery,Manhattan Murder Mystery (1993) Comedy|Mystery
493,Menace II Society (1993),Action|Crime|Drama,Menace II Society (1993) Action|Crime|Drama
494,Executive Decision (1996),Action|Thriller,Executive Decision (1996) Action|Thriller
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,In the Realm of the Senses (Ai no corrida) (1976) Drama
496,What Happened Was... (1994),Comedy|Drama|Romance,What Happened Was... (1994) Comedy|Drama|Romance
497,Much Ado About Nothing (1993),Comedy|Romance,Much Ado About Nothing (1993) Comedy|Romance
498,Mr. Jones (1993),Drama|Romance,Mr. Jones (1993) Drama|Romance
499,Mr. Wonderful (1993),Comedy|Romance,Mr. Wonderful (1993) Comedy|Romance
500,Mrs. Doubtfire (1993),Comedy,Mrs. Doubtfire (1993) Comedy
501,Naked (1993),Drama,Naked (1993) Drama
502,"Next Karate Kid, The (1994)",Action|Children's,"Next Karate Kid, The (1994) Action|Children's"
503,"New Age, The (1994)",Drama,"New Age, The (1994) Drama"
504,No Escape (1994),Action|Sci-Fi,No Escape (1994) Action|Sci-Fi
505,North (1994),Comedy,North (1994) Comedy
506,Orlando (1993),Drama,Orlando (1993) Drama
507,"Perfect World, A (1993)",Action|Drama,"Perfect World, A (1993) Action|Drama"
508,Philadelphia (1993),Drama,Philadelphia (1993) Drama
509,"Piano, The (1993)",Drama|Romance,"Piano, The (1993) Drama|Romance"
510,Poetic Justice (1993),Drama,Poetic Justice (1993) Drama
511,"Program, The (1993)",Action|Drama,"Program, The (1993) Action|Drama"
512,Robert A. Heinlein's The Puppet Masters (1994),Horror|Sci-Fi,Robert A. Heinlein's The Puppet Masters (1994) Horror|Sci-Fi
513,Radioland Murders (1994),Comedy|Mystery|Romance,Radioland Murders (1994) Comedy|Mystery|Romance
514,"Ref, The (1994)",Comedy,"Ref, The (1994) Comedy"
515,"Remains of the Day, The (1993)",Drama,"Remains of the Day, The (1993) Drama"
516,Renaissance Man (1994),Comedy|Drama|War,Renaissance Man (1994) Comedy|Drama|War
517,Rising Sun (1993),Action|Drama|Mystery,Rising Sun (1993) Action|Drama|Mystery
518,"Road to Wellville, The (1994)",Comedy,"Road to Wellville, The (1994) Comedy"
519,Robocop 3 (1993),Sci-Fi|Thriller,Robocop 3 (1993) Sci-Fi|Thriller
520,Robin Hood: Men in Tights (1993),Comedy,Robin Hood: Men in Tights (1993) Comedy
521,Romeo Is Bleeding (1993),Crime|Thriller,Romeo Is Bleeding (1993) Crime|Thriller
522,Romper Stomper (1992),Action|Drama,Romper Stomper (1992) Action|Drama
523,Ruby in Paradise (1993),Drama,Ruby in Paradise (1993) Drama
524,Rudy (1993),Drama,Rudy (1993) Drama
525,"Saint of Fort Washington, The (1993)",Drama,"Saint of Fort Washington, The (1993) Drama"
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,"Savage Nights (Nuits fauves, Les) (1992) Drama"
527,Schindler's List (1993),Drama|War,Schindler's List (1993) Drama|War
528,"Scout, The (1994)",Drama,"Scout, The (1994) Drama"
529,Searching for Bobby Fischer (1993),Drama,Searching for Bobby Fischer (1993) Drama
530,Second Best (1994),Drama,Second Best (1994) Drama
531,"Secret Garden, The (1993)",Children's|Drama,"Secret Garden, The (1993) Children's|Drama"
532,Serial Mom (1994),Comedy|Crime|Horror,Serial Mom (1994) Comedy|Crime|Horror
533,"Shadow, The (1994)",Action,"Shadow, The (1994) Action"
534,Shadowlands (1993),Drama|Romance,Shadowlands (1993) Drama|Romance
535,Short Cuts (1993),Drama,Short Cuts (1993) Drama
536,"Simple Twist of Fate, A (1994)",Drama,"Simple Twist of Fate, A (1994) Drama"
537,Sirens (1994),Comedy|Drama,Sirens (1994) Comedy|Drama
538,Six Degrees of Separation (1993),Drama,Six Degrees of Separation (1993) Drama
539,Sleepless in Seattle (1993),Comedy|Romance,Sleepless in Seattle (1993) Comedy|Romance
540,Sliver (1993),Thriller,Sliver (1993) Thriller
541,Blade Runner (1982),Film-Noir|Sci-Fi,Blade Runner (1982) Film-Noir|Sci-Fi
542,Son in Law (1993),Comedy,Son in Law (1993) Comedy
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,So I Married an Axe Murderer (1993) Comedy|Romance|Thriller
544,Striking Distance (1993),Action,Striking Distance (1993) Action
545,Harlem (1993),Drama,Harlem (1993) Drama
546,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,Super Mario Bros. (1993) Action|Adventure|Children's|Sci-Fi
547,Surviving the Game (1994),Action|Adventure|Thriller,Surviving the Game (1994) Action|Adventure|Thriller
548,Terminal Velocity (1994),Action,Terminal Velocity (1994) Action
549,Thirty-Two Short Films About Glenn Gould (1993),Documentary,Thirty-Two Short Films About Glenn Gould (1993) Documentary
550,Threesome (1994),Comedy|Romance,Threesome (1994) Comedy|Romance
551,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,"Nightmare Before Christmas, The (1993) Children's|Comedy|Musical"
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy,"Three Musketeers, The (1993) Action|Adventure|Comedy"
553,Tombstone (1993),Western,Tombstone (1993) Western
554,Trial by Jury (1994),Thriller,Trial by Jury (1994) Thriller
555,True Romance (1993),Action|Crime|Romance,True Romance (1993) Action|Crime|Romance
556,"War Room, The (1993)",Documentary,"War Room, The (1993) Documentary"
557,Mamma Roma (1962),Drama,Mamma Roma (1962) Drama
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy,"Pagemaster, The (1994) Action|Adventure|Animation|Children's|Fantasy"
559,"Paris, France (1993)",Comedy,"Paris, France (1993) Comedy"
560,"Beans of Egypt, Maine, The (1994)",Drama,"Beans of Egypt, Maine, The (1994) Drama"
561,Killer (Bulletproof Heart) (1994),Thriller,Killer (Bulletproof Heart) (1994) Thriller
562,Welcome to the Dollhouse (1995),Comedy|Drama,Welcome to the Dollhouse (1995) Comedy|Drama
563,Germinal (1993),Drama,Germinal (1993) Drama
564,Chasers (1994),Comedy,Chasers (1994) Comedy
565,Cronos (1992),Horror,Cronos (1992) Horror
566,Naked in New York (1994),Comedy|Romance,Naked in New York (1994) Comedy|Romance
567,Kika (1993),Drama,Kika (1993) Drama
568,Bhaji on the Beach (1993),Comedy|Drama,Bhaji on the Beach (1993) Comedy|Drama
569,Little Big League (1994),Children's|Comedy,Little Big League (1994) Children's|Comedy
570,"Slingshot, The (Kådisbellan ) (1993)",Comedy|Drama,"Slingshot, The (Kådisbellan ) (1993) Comedy|Drama"
571,"Wedding Gift, The (1994)",Drama,"Wedding Gift, The (1994) Drama"
572,Foreign Student (1994),Drama,Foreign Student (1994) Drama
573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",Drama,"Ciao, Professore! (Io speriamo che me la cavo ) (1993) Drama"
574,Spanking the Monkey (1994),Comedy|Drama,Spanking the Monkey (1994) Comedy|Drama
575,"Little Rascals, The (1994)",Children's|Comedy,"Little Rascals, The (1994) Children's|Comedy"
576,Fausto (1993),Comedy,Fausto (1993) Comedy
